[99761:99761:0324/120924.552513:ERROR:cursor_factory.cc(96)] Not implemented reached in virtual void ui::CursorFactory::ObserveThemeChanges()
[99761:99761:0324/120925.309444:WARNING:account_consistency_mode_manager.cc(72)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[99833:99833:0324/120925.379279:WARNING:sandbox_linux.cc(415)] InitializeSandbox() called with multiple threads in process gpu-process.
[99833:99833:0324/120925.418677:WARNING:viz_main_impl.cc(85)] VizNullHypothesis is disabled (not a warning)
[99832:99832:0324/120925.641292:WARNING:sandbox_linux.cc(415)] InitializeSandbox() called with multiple threads in process gpu-process.
[99832:99832:0324/120925.668397:WARNING:viz_main_impl.cc(85)] VizNullHypothesis is disabled (not a warning)
[99761:99761:0324/120927.117969:ERROR:platform_screen.cc(45)] Not implemented reached in virtual bool ui::PlatformScreen::IsScreenSaverActive() const
[99761:99761:0324/120927.118137:ERROR:platform_screen.cc(50)] Not implemented reached in virtual base::TimeDelta ui::PlatformScreen::CalculateIdleTime() const
[99761:99761:0324/120927.123409:WARNING:compose_enabling.cc(64)] Couldn't get country info.
[99761:99761:0324/120946.269510:INFO:CONSOLE(889)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (889)
[99761:99761:0324/120946.281931:INFO:CONSOLE(892)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (892)
[99761:99761:0324/120946.632969:INFO:CONSOLE(984)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (984)
[99761:99761:0324/120947.080533:INFO:CONSOLE(1054)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1054)
[99761:99761:0324/120947.085565:INFO:CONSOLE(1056)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1056)
[99761:99761:0324/120947.490765:INFO:CONSOLE(1117)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1117)
[99761:99761:0324/120947.497549:INFO:CONSOLE(1118)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1118)
[99761:99761:0324/120948.021752:INFO:CONSOLE(1119)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1119)
[99761:99761:0324/120948.033364:INFO:CONSOLE(1120)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1120)
[99761:99761:0324/120948.351632:INFO:CONSOLE(1160)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1160)
[99761:99761:0324/120948.752743:INFO:CONSOLE(1207)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1207)
[99761:99761:0324/120948.764226:INFO:CONSOLE(1208)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1208)
[99761:99761:0324/120948.964874:INFO:CONSOLE(1209)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1209)
[99761:99761:0324/120948.978788:INFO:CONSOLE(1210)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1210)
[99761:99761:0324/120949.090908:INFO:CONSOLE(1222)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1222)
[99761:99761:0324/120949.289157:INFO:CONSOLE(1235)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1235)
[99761:99761:0324/120949.312335:INFO:CONSOLE(1246)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1246)
[99761:99761:0324/120949.489310:INFO:CONSOLE(1283)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1283)
[99761:99761:0324/120949.898808:INFO:CONSOLE(1355)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1355)
[99761:99761:0324/120949.905423:INFO:CONSOLE(1358)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1358)
[99761:99761:0324/120950.050421:INFO:CONSOLE(1400)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1400)
[99761:99761:0324/120950.076768:INFO:CONSOLE(1419)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1419)
[99761:99761:0324/120950.339921:INFO:CONSOLE(1491)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1491)
[99761:99761:0324/120950.350781:INFO:CONSOLE(1494)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1494)
[99761:99761:0324/120950.796300:INFO:CONSOLE(1531)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1531)
[99761:99761:0324/120950.818471:INFO:CONSOLE(1533)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1533)
[99761:99761:0324/120951.071528:INFO:CONSOLE(1592)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1592)
[99761:99761:0324/120951.078281:INFO:CONSOLE(1593)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1593)
[99761:99761:0324/120951.084990:INFO:CONSOLE(1594)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1594)
[99761:99761:0324/120951.466694:INFO:CONSOLE(1595)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1595)
[99761:99761:0324/120951.489059:INFO:CONSOLE(1632)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1632)
[99761:99761:0324/120951.499298:INFO:CONSOLE(1633)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1633)
[99761:99761:0324/120951.719266:INFO:CONSOLE(1647)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1647)
[99761:99761:0324/120951.732437:INFO:CONSOLE(1648)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1648)
[99761:99761:0324/120951.744057:INFO:CONSOLE(1649)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1649)
[99761:99761:0324/120951.999330:INFO:CONSOLE(1650)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1650)
[99761:99761:0324/120952.231516:INFO:CONSOLE(1672)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1672)
[99761:99761:0324/120952.457202:INFO:CONSOLE(1685)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1685)
[99761:99761:0324/120952.470380:INFO:CONSOLE(1755)] "The Content Security Policy 'default-src 'self' 'unsafe-inline'' was delivered via a <meta> element outside the document's <head>, which is disallowed. The policy has been ignored.", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1755)
[99761:99761:0324/120952.477347:INFO:CONSOLE(1756)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1756)
[99761:99761:0324/120952.978097:INFO:CONSOLE(1757)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1757)
[99761:99761:0324/120953.000599:INFO:CONSOLE(1771)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1771)
[99761:99761:0324/120953.206771:INFO:CONSOLE(1772)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1772)
[99761:99761:0324/120953.231627:INFO:CONSOLE(1844)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1844)
[99761:99761:0324/120953.795198:INFO:CONSOLE(1847)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1847)
[99761:99761:0324/120954.039521:INFO:CONSOLE(1872)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1872)
[99761:99761:0324/120954.053033:INFO:CONSOLE(1874)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1874)
[99761:99761:0324/120954.312027:INFO:CONSOLE(1923)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1923)
[99761:99761:0324/120954.320037:INFO:CONSOLE(1924)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1924)
[99761:99761:0324/120954.336259:INFO:CONSOLE(1925)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1925)
[99761:99761:0324/120954.622216:INFO:CONSOLE(1926)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1926)
[99761:99761:0324/120954.914364:INFO:CONSOLE(1969)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1969)
[99761:99761:0324/120955.227240:INFO:CONSOLE(1983)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (1983)
[99761:99761:0324/120955.502820:INFO:CONSOLE(2005)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2005)
[99761:99761:0324/120955.508487:INFO:CONSOLE(2015)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2015)
[99761:99761:0324/120955.832078:INFO:CONSOLE(2016)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2016)
[99761:99761:0324/120956.046769:INFO:CONSOLE(2029)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2029)
[99761:99761:0324/120956.064521:INFO:CONSOLE(2030)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2030)
[99761:99761:0324/120956.752757:INFO:CONSOLE(2102)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2102)
[99761:99761:0324/120956.766173:INFO:CONSOLE(2103)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2103)
[99761:99761:0324/120956.835709:INFO:CONSOLE(2106)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2106)
[99761:99761:0324/120957.121238:INFO:CONSOLE(2131)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2131)
[99761:99761:0324/120957.129497:INFO:CONSOLE(2133)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2133)
[99761:99761:0324/120957.410231:INFO:CONSOLE(2194)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2194)
[99761:99761:0324/120957.421086:INFO:CONSOLE(2195)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2195)
[99761:99761:0324/120957.748990:INFO:CONSOLE(2196)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2196)
[99761:99761:0324/120957.758119:INFO:CONSOLE(2197)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2197)
[99761:99761:0324/120958.040114:INFO:CONSOLE(2262)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2262)
[99761:99761:0324/120958.417588:INFO:CONSOLE(2276)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2276)
[99761:99761:0324/120958.693382:INFO:CONSOLE(2288)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2288)
[99761:99761:0324/120958.719609:INFO:CONSOLE(2298)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2298)
[99761:99761:0324/120959.866318:INFO:CONSOLE(2310)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2310)
[99761:99761:0324/120959.874228:INFO:CONSOLE(2311)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2311)
[99761:99761:0324/120959.943052:INFO:CONSOLE(2312)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2312)
[99761:99761:0324/120959.961606:INFO:CONSOLE(2313)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2313)
[99761:99761:0324/121000.104278:INFO:CONSOLE(2419)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2419)
[99761:99761:0324/121000.119871:INFO:CONSOLE(2420)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2420)
[99761:99761:0324/121000.912705:INFO:CONSOLE(2492)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2492)
[99761:99761:0324/121000.922084:INFO:CONSOLE(2495)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2495)
[99761:99761:0324/121000.939186:INFO:CONSOLE(2520)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2520)
[99761:99761:0324/121000.957526:INFO:CONSOLE(2529)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2529)
[99761:99761:0324/121002.101994:INFO:CONSOLE(2601)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2601)
[99761:99761:0324/121002.110592:INFO:CONSOLE(2604)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2604)
[99761:99761:0324/121003.456617:INFO:CONSOLE(2641)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2641)
[99761:99761:0324/121003.470248:INFO:CONSOLE(2650)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2650)
[99761:99761:0324/121003.833361:INFO:CONSOLE(2722)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2722)
[99761:99761:0324/121003.865702:INFO:CONSOLE(2725)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2725)
[99761:99761:0324/121005.108819:INFO:CONSOLE(2784)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2784)
[99761:99761:0324/121005.127755:INFO:CONSOLE(2786)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2786)
[99761:99761:0324/121005.514386:INFO:CONSOLE(2837)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2837)
[99761:99761:0324/121006.201290:INFO:CONSOLE(2943)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (2943)
[99761:99761:0324/121007.138758:INFO:CONSOLE(3085)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (3085)
[99761:99761:0324/121007.155529:INFO:CONSOLE(3086)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (3086)
[99761:99761:0324/121007.800175:INFO:CONSOLE(3135)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (3135)
[99761:99761:0324/121008.354693:INFO:CONSOLE(3206)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (3206)
[99761:99761:0324/121009.146266:INFO:CONSOLE(3273)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (3273)
[99761:99761:0324/121009.871379:INFO:CONSOLE(3564)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (3564)
[99761:99761:0324/121010.957739:INFO:CONSOLE(3630)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (3630)
[99761:99761:0324/121010.966565:INFO:CONSOLE(3638)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (3638)
[99761:99761:0324/121011.447167:INFO:CONSOLE(3639)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (3639)
[99761:99761:0324/121011.450558:INFO:CONSOLE(3711)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (3711)
[99761:99761:0324/121013.640573:INFO:CONSOLE(3778)] "Uncaught SyntaxError: Invalid or unexpected token", source: file:///home/dhia/browser-fuzzer/Dissertation/logger/run_20250324_064826/round_032/mutations/mutated_0004.html (3778)
